time,steps,distance,calories
1721201400,6,5,1.0
1721201340,31,22,2.0
1721201040,13,10,1.0
1721200980,19,14,1.0
1721173200,7,5,1.0
1721171100,21,15,1.0
1721171040,9,7,1.0
1721170980,1,1,1.0
1721170920,10,8,1.0
1721170740,47,34,2.0
1721170680,13,7,0.52
1721167740,7,5,1.0
1721166780,9,6,0.0
1721166480,46,32,2.0
1721166420,22,15,1.0
1721166360,18,12,0.0
1721166300,24,16,1.0
1721166240,7,4,0.0
1721166180,29,20,1.0
1721160480,11,6,0.44
1721160180,9,6,0.0
1721159700,35,24,1.0
1721159640,23,16,1.0
1721159400,66,45,3.0
1721157720,34,23,1.0
1721157660,22,15,1.0
1721157660,55,33,2.2
1721157600,27,18,1.0
1721157600,13,7,0.52
1721157540,33,22,1.0
1721155260,5,3,0.0
1721153280,14,9,0.0
1721152920,16,11,0.0
1721152380,12,7,0.48
1721148660,16,9,0.64
1721146620,14,8,0.56
1721152440,6,4,0.0
1721152380,7,4,0.0
1721152080,14,9,0.0
1721151840,22,15,1.0
1721151780,12,8,0.0
1721151720,15,10,0.0
1721151660,7,4,0.0
1721151540,5,3,0.0
1721151360,10,6,0.0
1721151300,6,4,0.0
1721151180,7,4,0.0
1721151120,11,7,0.0
1721151060,25,17,1.0
1721151000,28,19,1.0
1721150940,6,4,0.0
1721150760,6,4,0.0
1721150520,7,4,0.0
1721150460,41,28,2.0
1721150400,4,2,0.0
1721150220,6,4,0.0
1721150160,27,18,1.0
1721149440,20,13,1.0
1721149320,20,13,1.0
1721148840,9,6,0.0
1721147700,7,4,0.0
1721147580,9,6,0.0
1721146620,12,8,0.0
1721146140,20,13,1.0
1721146080,37,25,1.0
1721142240,9,6,0.0
1721142180,6,4,0.0
1721141880,7,4,0.0
1721141820,6,4,0.0
1721141760,5,3,0.0
1721141700,16,11,0.0
1721141580,18,12,0.0
1721141520,44,30,2.0
1721141460,17,11,0.0
1721141280,13,9,0.0
1721141040,21,14,1.0
1721139360,5,3,0.0
1721137080,7,4,0.0
1721137020,42,29,2.0
1721136960,12,8,0.0
1721136900,14,8,0.56
1721136900,10,6,0.39999998
1721136900,9,6,0.0
1721136840,15,10,0.0
1721136780,11,7,0.0
1721136240,6,4,0.0
1721136180,19,13,0.0
1721136120,13,7,0.52
1721136120,16,11,0.0
1721136060,18,12,0.0
1721135880,3,1,0.12
1721135880,11,7,0.0
1721135880,24,14,0.96
1721135820,20,13,1.0
1721135820,3,1,0.12
1721135820,16,9,0.64
1721135760,12,8,0.0
1721135700,13,7,0.52
1721135640,7,4,0.0
1721135580,13,9,0.0
1721135520,4,2,0.16
1721135460,23,16,1.0
1721135460,23,13,0.92
1721135400,12,7,0.48
1721135160,12,8,0.0
1721135100,19,13,0.0
1721135040,13,9,0.0
1721134980,25,17,1.0
1721134860,21,14,1.0
1721134800,14,9,0.0
1721134680,6,5,0.0
1721134440,25,18,1.0
1721134380,12,7,0.48
1721134320,18,10,0.71999997
1721134200,7,5,0.0
1721132340,8,6,0.0
1721132100,8,6,0.0
1721132040,14,8,0.56
1721130720,3,3,0.0
1721130660,8,6,0.0
1721130600,14,8,0.56
1721129400,1,1,0.0
1721129340,17,12,0.0
1721129280,33,23,1.0
1721129220,36,26,1.0
1721129220,8,4,0.32
1721129160,36,21,1.44
1721128140,12,9,1.0
1721128080,108,76,6.0
1721128020,77,54,4.0
1721128020,104,62,4.16
1721127960,60,36,2.3999999
1721127900,14,10,1.0
1721127840,10,6,0.39999998
1721127780,3,3,1.0
1721127720,5,4,1.0
1721127720,10,6,0.39999998
1721127660,17,10,0.68
1721127600,10,7,1.0
1721127540,11,8,1.0
1721127480,9,7,1.0
1721127420,19,14,1.0
1721127360,32,19,1.28
1721127360,21,15,2.0
1721127300,10,7,1.0
1721127120,7,4,0.28
1721127060,17,12,1.0
1721127060,32,19,1.28
1721127000,117,82,6.0
1721126940,106,63,4.24
1721126940,27,19,2.0
1721126880,32,19,1.28
1721126640,47,33,3.0
1721126580,19,11,0.76
1721126580,80,56,5.0
1721126520,70,42,2.8
1721126520,9,7,1.0
1721126460,22,13,0.88
1721126460,5,4,1.0
1721126400,25,15,1.0
1721126400,13,10,1.0
1721126280,73,51,4.0
1721126220,12,9,1.0
1721126220,28,16,1.12
1721126160,6,3,0.24
1721125920,58,41,3.0
1721125860,55,33,2.2
1721125860,114,80,6.0
1721125800,49,35,3.0
1721125800,81,48,3.24
1721125800,115,69,4.6
1721125740,56,33,2.24
1721125740,30,21,2.0
1721125740,43,25,1.7199999
1721125680,35,21,1.4
1721125620,21,15,2.0
1721125560,48,34,3.0
1721125560,24,14,0.96
1721125500,27,19,2.0
1721125500,40,23,1.5999999
1721125440,31,18,1.24
1721125320,10,6,0.39999998
1721125020,7,5,1.0
1721124960,5,4,1.0
1721124900,7,5,1.0
1721124840,22,13,0.88
1721124720,10,7,1.0
1721124660,47,33,3.0
1721124600,31,18,1.24
1721124600,14,8,0.56
1721124420,14,8,0.56
1721124000,31,22,2.0
1721123940,25,15,1.0
1721123880,111,66,4.44
1721123820,83,49,3.32
1721123700,7,4,0.28
1721123640,50,30,2.0
1721120100,57,34,2.28
1721120040,7,4,0.28
1721118600,29,17,1.16
1721118540,11,6,0.44
1721118480,26,15,1.04
1721118420,14,8,0.56
1721118360,26,15,1.04
1721118180,18,10,0.71999997
1721118120,16,9,0.64
1721117820,20,12,0.79999995
1721123940,23,13,0.91999996
1721123940,117,82,6.0
1721123880,100,60,4.0
1721123880,77,54,4.0
1721123820,76,45,3.04
1721123760,23,17,2.0
1721123700,59,42,3.0
1721123700,15,8,0.59999996
1721123640,56,33,2.24
1721123640,7,5,1.0
1721123460,10,7,1.0
1721123100,3,3,1.0
1721122920,6,3,0.24
1721122740,9,7,1.0
1721122560,10,6,0.39999998
1721122140,1,1,1.0
1721122080,5,4,1.0
1721122020,7,5,1.0
1721121960,9,5,0.35999998
1721121900,6,5,1.0
1721121840,7,4,0.28
1721121600,5,4,1.0
1721121540,10,7,1.0
1721120700,5,4,1.0
1721120640,7,5,1.0
1721120520,12,9,1.0
1721120460,13,10,1.0
1721120280,6,5,1.0
1721120220,9,7,1.0
1721120160,6,3,0.24
1721120160,32,23,2.0
1721120100,7,5,1.0
1721120100,54,32,2.1599998
1721120040,15,9,0.59999996
1721118840,21,15,2.0
1721118780,30,21,2.0
1721118720,14,10,1.0
1721118660,52,37,3.0
1721118600,55,33,2.2
1721118540,39,28,2.0
1721118480,12,9,1.0
1721118480,39,23,1.56
1721118420,55,39,3.0
1721118420,5,3,0.19999999
1721118360,18,13,1.0
1721118240,2,2,1.0
1721118180,48,34,3.0
1721118000,21,15,2.0
1721117940,7,5,1.0
1721117760,1,1,1.0
1721117700,27,19,2.0
1721117640,6,5,1.0
1721117340,12,9,1.0
1721117220,5,4,1.0
1721081100,21,15,2.0
1721079480,6,4,0.0
1721079360,9,6,0.0
1721079060,11,7,0.0
1721078880,3,2,0.0
1721078700,17,10,0.68
1721078700,15,9,0.59999996
1721077140,9,6,0.0
1721074980,6,4,0.0
1721074920,11,7,0.0
1721074920,15,9,0.59999996
1721074860,23,13,0.91999996
1721074620,27,15,1.08
1721074500,29,17,1.16
1721074440,18,10,0.71999997
1721074440,1,0,0.0
1721074380,9,6,0.0
1721071560,45,32,1.0
1721071500,16,9,0.64
1721071500,13,9,0.0
1721071380,13,9,0.0
1721071320,11,7,0.0
1721071260,14,10,0.0
1721071020,14,10,0.0
1721070900,3,2,0.0
1721068020,17,12,0.0
1721067960,7,5,0.0
1721067960,13,7,0.52
1721067900,20,12,0.79999995
1721067840,12,7,0.48
1721067840,45,32,1.0
1721067780,27,16,1.0799999
1721067540,14,10,0.0
1721067480,9,6,0.0
1721065920,25,17,1.0
1721065440,23,16,0.0
1721065320,15,10,0.0
1721065080,9,6,0.0
1721065020,71,50,2.0
1721064960,20,14,0.0
1721064900,9,6,0.0
1721064180,13,9,0.0
1721064120,5,3,0.0
1721061960,5,3,0.0
1721061240,7,5,0.0
1721059080,7,5,0.0
1721057280,5,3,0.0
1721057220,5,3,0.0
1721056260,19,13,0.0
1721055600,5,3,0.0
1721055480,1,0,0.0
1721055420,27,19,1.0
1721052120,9,6,0.0
1721052060,8,5,0.0
1721051940,16,11,0.0
1721051880,9,5,0.35999998
1721051820,10,6,0.39999998
1721051760,10,7,0.0
1721051760,18,10,0.71999997
1721051700,17,10,0.68
1721051520,8,5,0.0
1721045880,6,4,0.0
1721045340,10,7,0.0
1721045220,16,11,0.0
1721045160,12,8,0.0
1721045100,13,9,0.0
1721045040,3,2,0.0
1721041260,36,21,1.4399999
1721038860,28,16,1.12
1721038800,105,63,4.2
1721038740,83,49,3.32
1721038680,14,8,0.56
1721038620,45,27,1.8
1721038560,26,15,1.04
1721038380,11,6,0.44
1721038320,19,11,0.76
1721038260,37,22,1.48
1721038200,16,9,0.64
1721038140,40,24,1.5999999
1721038080,100,60,4.0
1721038020,48,28,1.92
1721037960,13,7,0.52
1721037900,8,4,0.32
1721037840,45,27,1.8
1721037780,40,24,1.5999999
1721037720,22,13,0.88
1721037660,25,15,1.0
1721037600,23,13,0.91999996
1721044380,7,5,0.0
1721044320,18,12,0.0
1721041800,1,0,0.0
1721041740,6,4,0.0
1721041440,8,5,0.0
1721041320,35,25,1.0
1721039280,3,2,0.0
1721038920,41,29,1.0
1721038860,115,82,4.0
1721038800,83,59,3.0
1721038740,29,20,1.0
1721038680,49,35,1.0
1721038620,12,8,0.0
1721038500,15,10,0.0
1721038320,10,7,0.0
1721038260,9,6,0.0
1721038200,60,42,2.0
1721038140,98,70,3.0
1721038080,34,24,1.0
1721038020,5,3,0.0
1721037960,1,0,0.0
1721037900,52,37,2.0
1721037840,38,27,1.0
1721037720,11,7,0.0
1721037660,9,6,0.0
1721037600,64,45,2.0
1721037540,72,43,2.8799999
1721037480,33,19,1.3199999
1721037480,1,0,0.0
1721037420,5,3,0.0
1721037240,7,5,0.0
1721037180,6,4,0.0
1721036760,49,35,1.0
1721036700,30,18,1.1999999
1721036700,56,40,2.0
1721036640,7,5,0.0
1721036640,60,35,2.4
1721036580,31,22,1.0
1721036520,30,18,1.1999999
1721036400,5,3,0.0
1721036340,42,30,1.0
1721036280,95,67,3.0
1721036280,62,37,2.48
1721036220,83,49,3.32
1721036220,101,72,4.0
1721036160,92,65,3.0
1721036160,95,57,3.8
1721036100,53,37,2.0
1721036100,85,51,3.3999999
1721036040,55,33,2.2
1721035920,20,14,0.0
1721035860,89,63,3.0
1721035800,81,48,3.24
1721035800,113,80,4.0
1721035740,108,64,4.3199997
1721035740,87,62,3.0
1721035680,107,64,4.2799997
1721035620,12,8,0.0
1721035500,6,4,0.0
1721035260,22,15,0.0
1721034900,9,6,0.0
1721034840,7,5,0.0
1721034600,6,4,0.0
1721034420,15,11,1.0
1721034180,1,1,1.0
1721034120,40,29,2.0
1721034060,118,85,5.0
1721034060,17,10,0.68
1721034000,102,61,4.08
1721034000,8,6,1.0
1721033940,18,10,0.71999997
1721033460,19,14,1.0
1721033400,78,56,4.0
1721033400,18,10,0.71999997
1721033340,107,64,4.2799997
1721033340,87,63,4.0
1721033280,110,66,4.4
1721033280,9,7,1.0
1721033220,14,8,0.56
1721033160,71,51,3.0
1721033100,63,37,2.52
1721033100,112,81,5.0
1721033040,112,67,4.48
1721033040,26,19,2.0
1721032980,34,20,1.36
1721032680,17,13,1.0
1721032620,10,8,1.0
1721032620,11,6,0.44
1721032560,1,0,0.04
1721032500,9,7,1.0
1721032440,21,12,0.84
1721032440,6,5,1.0
1721032380,63,46,3.0
1721032380,16,9,0.64
1721032320,44,26,1.76
1721032320,62,45,3.0
1721032260,65,39,2.6
1721032260,79,57,4.0
1721032200,55,33,2.2
1721032140,5,3,0.19999999
1721032080,73,53,3.0
1721032080,11,6,0.44
1721032020,61,36,2.44
1721032020,6,5,1.0
1721031780,40,29,2.0
1721031720,25,15,1.0
1721031720,131,94,6.0
1721031660,84,50,3.36
1721031660,107,77,5.0
1721031600,94,68,4.0
1721031600,79,47,3.1599998
1721031540,95,57,3.8
1721031360,9,7,1.0
1721031300,73,53,3.0
1721031240,106,76,5.0
1721031240,66,39,2.6399999
1721031180,90,65,4.0
1721031180,94,56,3.76
1721031120,76,55,4.0
1721031120,95,57,3.8
1721031060,47,28,1.88
1721031060,117,84,5.0
1721031000,98,71,4.0
1721031000,108,64,4.3199997
1721030940,25,18,2.0
1721030940,104,62,4.16
1721030880,10,6,0.39999998
1721030880,16,12,1.0
1721030820,12,9,1.0
1721030700,6,5,1.0
1721030700,5,3,0.19999999
1721030640,81,58,4.0
1721030640,14,8,0.56
1721030580,61,36,2.44
1721030580,24,18,1.0
1721030520,8,4,0.32
1721030520,29,21,2.0
1721030460,31,18,1.24
1721030460,1,1,1.0
1721030400,116,83,5.0
1721030340,92,55,3.6799998
1721030280,102,61,4.08
1721030220,47,28,1.88
1721028960,2,1,0.08
1721028900,17,10,0.68
1721028720,15,9,0.59999996
1721028600,46,27,1.8399999
1721028540,31,18,1.24
1721030340,111,80,5.0
1721030280,24,18,1.0
1721028960,6,5,1.0
1721028900,8,6,1.0
1721028840,13,10,1.0
1721028780,24,18,1.0
1721028660,58,42,3.0
1721028600,33,24,2.0
1721028540,10,8,1.0
1721028120,14,11,1.0
1721028060,5,4,1.0
1721028000,7,6,1.0
1721027880,28,21,2.0
1721027760,8,6,1.0
1721027520,1,1,1.0
1721027460,26,19,2.0
1721027400,8,6,1.0
1721027280,18,13,1.0
1721027220,6,5,1.0
1721026680,10,8,1.0
1721026560,9,7,1.0
1720999620,3,3,1.0
1720998600,7,6,1.0
1720996680,10,8,1.0
1720996020,3,3,1.0
1720995960,48,35,2.0
1720995900,31,23,2.0
1720995600,6,5,1.0
1720995540,19,14,1.0
1720995420,13,10,1.0
1720993320,7,5,0.0
1720993260,11,8,0.0
1720991280,6,4,0.0
1720988940,17,12,0.0
1720988880,47,34,1.0
1720988820,19,13,0.0
1720986900,11,8,0.0
1720986840,13,9,0.0
1720986780,6,4,0.0
1720986360,27,19,0.0
1720985880,7,5,0.0
1720985700,6,4,0.0
1720985640,16,11,0.0
1720985340,5,3,0.0
1720985280,30,22,0.0
1720985100,20,14,0.0
1720985040,17,10,0.68
1720984980,25,15,1.0
1720984920,24,14,0.96
1720984860,11,8,0.0
1720984860,19,11,0.76
1720984800,13,9,0.0
1720984500,35,25,1.0
1720984380,14,10,0.0
1720984320,36,26,1.0
1720984260,46,33,1.0
1720984140,6,4,0.0
1720984080,6,4,0.0
1720982160,5,3,0.0
1720981980,5,3,0.0
1720980840,28,16,1.12
1720980780,22,13,0.88
1720978620,1,0,0.0
1720978560,13,9,0.0
1720978440,1,0,0.0
1720978380,42,30,1.0
1720977960,10,6,0.39999998
1720977900,10,6,0.39999998
1720977840,6,3,0.24
1720977660,26,19,0.0
1720977600,49,36,1.0
1720977540,26,15,1.04
1720977240,10,6,0.39999998
1720977120,34,25,1.0
1720977060,36,21,1.4399999
1720977060,26,19,0.0
1720977000,47,28,1.88
1720976460,10,7,0.0
1720976400,7,5,0.0
1720976340,9,6,0.0
1720976280,7,4,0.28
1720976220,4,2,0.16
1720976040,11,6,0.44
1720975980,4,2,0.16
1720975920,32,23,1.0
1720975860,8,5,0.0
1720975500,7,5,0.0
1720975020,3,2,0.0
1720974420,1,0,0.0
1720974360,3,2,0.0
1720974240,5,3,0.0
1720974000,8,5,0.0
1720973940,13,9,0.0
1720973880,27,19,0.0
1720973820,11,6,0.44
1720972440,10,6,0.39999998
1720971600,10,6,0.39999998
1720971480,15,11,0.0
1720971360,68,50,2.0
1720971300,112,82,3.0
1720971300,55,33,2.2
1720971240,101,60,4.04
1720971240,103,75,3.0
1720971180,104,62,4.16
1720971180,103,75,3.0
1720971120,103,61,4.12
1720971120,108,79,3.0
1720971060,106,78,3.0
1720971060,94,56,3.76
1720971000,98,58,3.9199998
1720971000,107,78,3.0
1720970940,105,77,3.0
1720970940,107,64,4.2799997
1720970880,102,61,4.08
1720970880,115,84,3.0
1720970820,76,55,2.0
1720970820,111,66,4.44
1720970760,64,47,2.0
1720970760,79,47,3.1599998
1720970700,91,54,3.6399999
1720970580,7,4,0.28
1720970520,5,3,0.19999999
1720970460,32,23,1.0
1720970400,28,16,1.12
1720970400,104,76,3.0
1720970340,103,75,3.0
1720970340,87,52,3.48
1720970280,96,57,3.84
1720970280,101,74,3.0
1720970220,94,56,3.76
1720970220,110,80,3.0
1720970160,83,49,3.32
1720970160,103,75,3.0
1720970100,107,78,3.0
1720970100,91,54,3.6399999
1720970040,88,52,3.52
1720970040,103,75,3.0
1720969980,99,72,3.0
1720969980,97,58,3.8799999
1720969920,97,58,3.8799999
1720969920,121,89,3.0
1720969860,96,57,3.84
1720969860,115,84,3.0
1720969800,104,62,4.16
1720969800,92,67,2.0
1720969740,91,54,3.6399999
1720969740,96,70,3.0
1720969680,79,47,3.1599998
1720969680,59,43,1.0
1720969620,34,25,1.0
1720969620,56,33,2.24
1720969560,40,24,1.5999999
1720969320,4,2,0.16
1720969320,45,33,1.0
1720969260,53,31,2.12
1720969260,16,11,0.0
1720969200,24,14,0.96
1720969200,98,72,3.0
1720969140,104,76,3.0
1720969140,70,42,2.8
1720969080,115,84,3.0
1720969080,82,49,3.28
1720969020,118,86,3.0
1720969020,95,57,3.8
1720968960,129,94,4.0
1720968960,99,59,3.9599998
1720968900,112,83,3.0
1720968900,97,58,3.8799999
1720968840,124,92,3.0
1720968840,99,59,3.9599998
1720968780,107,79,3.0
1720968780,99,59,3.9599998
1720968720,103,76,3.0
1720968720,100,60,4.0
1720968660,105,78,3.0
1720968660,104,62,4.16
1720968600,99,59,3.9599998
1720968600,104,77,3.0
1720968540,93,55,3.72
1720968540,89,66,2.0
1720968480,71,42,2.84
1720968480,66,49,2.0
1720968420,59,35,2.36
1720968420,91,68,2.0
1720968360,95,70,2.0
1720968360,94,56,3.76
1720968300,91,54,3.6399999
1720968300,25,19,0.0
1720968240,28,16,1.12
1720968240,19,14,0.0
1720968180,88,65,2.0
1720968180,21,11,0.84
1720968120,27,20,0.0
1720968120,89,53,3.56
1720968060,57,34,2.28
1720968060,62,46,1.0
1720968000,57,42,1.0
1720968000,61,36,2.44
1720967940,59,35,2.36
1720967940,29,22,0.0
1720967880,45,27,1.8
1720967880,7,6,1.0
1720967760,13,7,0.52
1720967760,5,4,1.0
1720967700,14,11,1.0
1720967700,12,7,0.48
1720967640,62,46,2.0
1720967640,13,7,0.52
1720967580,19,14,1.0
1720967580,77,46,3.08
1720967520,33,19,1.3199999
1720967520,29,22,1.0
1720967460,18,10,0.71999997
1720967400,50,37,2.0
1720967340,50,30,2.0
1720967340,100,74,4.0
1720967280,117,87,4.0
1720967280,76,45,3.04
1720967220,122,90,4.0
1720967220,95,57,3.8
1720967160,106,63,4.24
1720967160,97,72,4.0
1720967100,78,58,3.0
1720967100,98,58,3.9199998
1720967040,77,46,3.08
1720967040,60,45,2.0
1720966980,17,13,1.0
1720966980,78,46,3.12
1720966920,61,45,2.0
1720966920,38,22,1.52
1720966860,63,37,2.52
1720966860,59,44,2.0
1720966800,58,34,2.32
1720966800,94,70,3.0
1720966740,86,64,3.0
1720966740,73,43,2.9199998
1720966680,61,36,2.44
1720966680,61,45,2.0
1720966620,95,70,3.0
1720966620,78,46,3.12
1720966560,81,48,3.24
1720966560,33,25,2.0
1720966500,46,34,2.0
1720966500,32,19,1.28
1720966440,42,25,1.68
1720966440,122,90,4.0
1720966380,95,57,3.8
1720966380,105,78,4.0
1720966320,12,9,1.0
1720966320,89,53,3.56
1720966260,103,76,4.0
1720966260,17,9,0.67999995
1720966200,97,58,3.8799999
1720966200,99,73,4.0
1720966140,101,60,4.04
1720966140,107,79,4.0
1720966080,107,79,4.0
1720966080,105,63,4.2
1720966020,91,68,3.0
1720966020,101,60,4.04
1720965960,92,55,3.6799998
1720965960,46,34,2.0
1720965900,44,26,1.76
1720965900,29,22,1.0
1720965840,22,13,0.88
1720965840,16,12,1.0
1720965780,39,29,2.0
1720965780,36,21,1.4399999
1720965720,21,12,0.84
1720965720,21,16,1.0
1720965660,35,21,1.4
1720965240,2,2,1.0
1720965180,24,18,1.0
1720964640,23,17,1.0
1720964580,7,6,1.0
1720963800,56,42,2.0
1720963740,38,28,2.0
1720963620,6,5,1.0
1720963560,6,5,1.0
1720963140,11,9,1.0
1720963020,3,1,0.12
1720962960,10,6,0.39999998
1720961760,9,7,1.0
1720961700,22,17,1.0
1720961640,22,13,0.88
1720961640,7,6,1.0
1720961580,75,45,3.0
1720960860,15,12,1.0
1720960500,9,7,1.0
1720960440,28,21,1.0
1720960320,12,9,1.0
1720960260,6,5,1.0
1720960140,22,13,0.88
1720954860,21,12,0.84
1720954800,4,2,0.16
1720954740,6,3,0.24
1720954500,16,9,0.64
1720954440,96,57,3.84
1720954380,52,31,2.08
1720956960,29,22,1.0
1720956900,7,6,1.0
1720956840,9,7,1.0
1720956780,7,6,1.0
1720956720,22,17,1.0
1720956660,10,8,1.0
1720956480,9,7,1.0
1720946040,49,29,1.9599999
1720945980,44,26,1.76
1720945920,41,24,1.64
1720945860,51,30,2.04
1720945680,21,12,0.84
1720945080,14,11,1.0
1720944900,9,7,1.0
1720944600,10,6,0.39999998
1720944480,12,9,1.0
1720944360,7,6,1.0
1720944180,3,3,1.0
1720944060,13,10,1.0
1720944000,5,4,1.0
1720943580,35,21,1.4
1720943520,21,12,0.84
1720942500,9,5,0.35999998
1720942500,10,8,1.0
1720942440,15,12,1.0
1720942440,1,0,0.04
1720942380,10,8,1.0
1720908720,22,17,1.0
1720908600,7,6,1.0
1720904040,7,4,0.0
1720901940,15,10,0.0
1720901880,19,13,0.0
1720901820,47,33,1.0
1720901760,10,7,0.0
1720901400,10,7,0.0
1720901100,8,5,0.0
1720900800,13,9,0.0
1720900320,15,9,0.59999996
1720900260,44,26,1.76
1720900200,77,46,3.08
1720900140,66,39,2.6399999
1720900080,88,52,3.52
1720900020,85,51,3.3999999
1720899960,95,57,3.8
1720899900,96,57,3.84
1720899840,91,54,3.6399999
1720899780,91,54,3.6399999
1720899720,100,60,4.0
1720899660,72,43,2.8799999
1720899600,95,57,3.8
1720899540,95,57,3.8
1720899480,96,57,3.84
1720899420,63,37,2.52
1720899360,63,37,2.52
1720899300,91,54,3.6399999
1720899240,38,22,1.52
1720899180,38,22,1.52
1720899120,75,45,3.0
1720899060,49,29,1.9599999
1720899000,97,58,3.8799999
1720898940,99,59,3.9599998
1720898880,104,62,4.16
1720898820,101,60,4.04
1720898760,85,51,3.3999999
1720898700,105,62,4.2
1720898640,94,56,3.76
1720898580,92,55,3.6799998
1720898520,86,51,3.4399998
1720898460,98,58,3.9199998
1720898400,101,60,4.04
1720898340,99,59,3.9599998
1720898280,71,42,2.84
1720898220,84,50,3.36
1720898160,11,6,0.44
1720898100,66,39,2.6399999
1720896300,19,11,0.76
1720895820,7,4,0.28
1720895760,10,6,0.39999998
1720900680,15,10,0.0
1720900380,18,12,0.0
1720900320,67,47,1.0
1720900260,66,46,1.0
1720900200,53,37,1.0
1720900140,101,71,2.0
1720900080,80,56,2.0
1720900020,97,68,2.0
1720899960,94,66,2.0
1720899900,94,66,2.0
1720899840,85,60,2.0
1720899780,98,69,2.0
1720899720,59,41,1.0
1720899660,96,68,2.0
1720899600,99,70,2.0
1720899540,92,65,2.0
1720899480,28,19,0.0
1720899420,19,13,0.0
1720899360,95,67,2.0
1720899300,28,19,0.0
1720899240,32,22,0.0
1720899180,27,19,0.0
1720899120,61,43,1.0
1720899060,106,75,3.0
1720899000,106,75,3.0
1720898940,116,82,3.0
1720898880,108,76,3.0
1720898820,88,62,2.0
1720898760,97,68,2.0
1720898700,93,66,2.0
1720898640,89,63,2.0
1720898580,96,68,2.0
1720898520,94,66,2.0
1720898460,97,68,2.0
1720898400,82,58,2.0
1720898340,83,58,2.0
1720898280,38,26,1.0
1720898220,39,27,1.0
1720898160,48,35,1.0
1720898100,6,5,0.0
1720898040,10,8,0.0
1720897620,15,11,0.0
1720895160,8,6,0.0
1720894980,3,3,0.0
1720894500,32,23,0.0
1720892040,22,16,0.0
1720891920,7,5,1.0
1720891860,63,45,2.0
1720891860,14,8,0.56
1720891800,38,22,1.52
1720891800,41,30,2.0
1720891740,65,39,2.6
1720891740,61,44,2.0
1720891680,36,21,1.4399999
1720891680,2,2,1.0
1720891620,55,40,2.0
1720891560,70,42,2.8
1720890180,5,4,1.0
1720886040,20,12,0.79999995
1720885980,20,12,0.79999995
1720885920,83,49,3.32
1720885860,76,45,3.04
1720885800,101,60,4.04
1720885740,100,60,4.0
1720885680,23,13,0.91999996
1720885620,48,28,1.92
1720885140,57,34,2.28
1720885080,7,4,0.28
1720884900,18,10,0.71999997
1720884600,6,3,0.24
1720884540,37,22,1.48
1720884480,40,24,1.5999999
1720884420,33,19,1.3199999
1720884360,51,30,2.04
1720880820,14,8,0.56
1720880760,43,25,1.7199999
1720880520,63,37,2.52
1720880460,100,59,4.0
1720880400,106,63,4.24
1720880340,23,13,0.91999996
1720880280,47,28,1.88
1720880220,78,46,3.12
1720880160,3,1,0.12
1720880100,31,18,1.24
1720880040,14,8,0.56
1720879980,3,1,0.12
1720879920,7,4,0.28
1720886040,27,20,1.0
1720885980,83,59,3.0
1720885920,75,54,3.0
1720885860,104,74,4.0
1720885800,99,71,3.0
1720885680,64,46,2.0
1720885200,76,54,3.0
1720884480,2,2,1.0
1720884420,84,60,3.0
1720880940,8,6,1.0
1720880880,38,27,2.0
1720880820,40,29,2.0
1720880580,73,52,3.0
1720880520,122,87,4.0
1720880460,118,84,4.0
1720880340,13,10,1.0
1720880280,75,54,3.0
1720880220,8,6,1.0
1720880160,5,4,1.0
1720880100,8,6,1.0
1720879740,11,8,1.0
1720879680,11,8,1.0
1720879620,6,5,1.0
1720879080,6,5,1.0
1720878960,10,8,1.0
1720869660,9,7,1.0
1720869300,7,5,1.0
1720867320,35,21,1.4
1720867260,10,6,0.39999998
1720867200,28,16,1.12
1720861440,22,13,0.88
1720861380,80,48,3.1999998
1720861320,72,43,2.8799999
1720861260,28,16,1.12
1720861200,17,10,0.68
1720860780,27,16,1.0799999
1720860660,14,8,0.56
1720860660,7,5,1.0
1720860600,6,5,1.0
1720860600,11,6,0.44
1720860540,17,10,0.68
1720860480,30,22,1.0
1720860480,24,14,0.96
1720860420,23,13,0.91999996
1720860000,7,5,1.0
1720859940,11,6,0.44
1720859820,9,7,1.0
1720859580,9,7,1.0
1720859580,5,3,0.19999999
1720859520,13,7,0.52
1720859520,4,3,1.0
1720859460,7,5,1.0
1720859400,19,11,0.76
1720858560,5,4,1.0
1720858320,5,4,1.0
1720856160,3,3,1.0
1720819860,22,14,1.0
1720819800,9,6,0.0
1720819080,8,5,0.0
1720819020,1,0,0.0
1720818960,8,5,0.0
1720818900,5,3,0.0
1720818300,6,4,0.0
1720817820,21,14,0.0
1720817520,14,9,0.0
1720817400,8,5,0.0
1720816620,13,8,0.0
1720814340,11,6,0.44
1720812900,16,10,0.0
1720812540,32,21,1.0
1720812360,23,15,1.0
1720811940,19,12,0.0
1720809720,5,3,0.0
1720809660,9,5,0.35999998
1720809660,6,4,0.0
1720809600,16,9,0.64
1720809540,8,5,0.0
1720809480,8,5,0.0
1720809420,7,4,0.0
1720809300,16,10,0.0
1720809240,6,4,0.0
1720806180,60,35,2.4
1720806120,97,58,3.8799999
1720806060,6,3,0.24
1720797540,37,22,1.48
1720797480,18,10,0.71999997
1720797300,9,5,0.35999998
1720797240,95,57,3.8
1720797180,24,14,0.96
1720797120,12,7,0.48
1720796400,12,8,0.0
1720796340,7,4,0.0
1720796220,8,5,0.0
1720795920,52,35,2.0
1720795920,13,7,0.52
1720795860,10,6,0.0
